Scenario,Total System Cost,CO2 Emissions,Grid Development,Biomass Power,Battery Power,Hydrogen Power,Imbalance Power,Flexibility Usage,Hydrogen 2045 Energy,battery 2045 Energy,Biomass Utilization 2045,Renewables Investments,Peak Reduction,RES Curtailment,Spot Market,Grid Loading,Total Imbalance,Imbalance Peak,Biomass Utilization,Fossil Fuel Utilization,SME Usage,SME Money,Flexibility Investment,Flexibility Potential,Flexibility Cost,Flexibility Duration
S35,445385757631.22894,1784.55432996055,281962.00554158,4485.117288069374,70674.36869404244,68461.3389663195,52877.4547082,90700063.22429284,36507131.46531912,52471920.47000305,1721011.2889706765,421.1765075718569,-6.7298442427012075,3416878071.44754,36.14347278740498,29.1835148733854,6736770.736848775,52.8774547082,1116.7990561322138,3049.0846930073067,-5.868413808713724,-494.51394386200303,95692.05703964227,15.0,100.0,3.0
S36,445360390887.30914,1784.215383556837,281982.9531310879,4484.92596642102,70695.34347010836,68438.46306102508,52900.45262119813,90715554.11576332,36516181.76718466,52475498.23697048,1723874.1116081923,421.1499037329451,-6.732194839620494,3415894041.1412163,36.13353710260249,29.461510246662424,6744276.794359066,52.90045262119813,1116.7646801003825,3048.0719495691546,-6.837307608697682,-575.7044668483574,95700.4276499681,15.0,100.0,4.0
S37,445384504368.3518,1784.0951305417966,281969.4127456772,4484.8960084847495,70655.34491116385,68439.5697779922,52680.192749382535,89975690.78416924,36232551.97367314,52021561.65574341,1721577.1547526815,421.08004925109475,-6.73030376035119,3414921272.8493357,36.12461579182109,29.13712213854558,6747301.277613911,52.680192749382535,1116.7627537047874,3047.706370298614,-7.601926895601467,-639.613581787472,95645.88323854012,15.0,100.0,5.0
S38,445368479879.7598,1783.9556036838346,281955.09736573586,4484.870306042473,70651.11216617776,68409.01203884717,51194.88929967025,89768228.69099522,36144010.48093883,51902176.15742925,1722042.0526271523,421.2110121219663,-6.728767370707375,3416140056.2814407,36.1502334756304,28.992798816768577,6754862.998276838,51.19488929967025,1116.7187076798275,3047.224556526992,-7.988908207868262,-671.6858809906769,95338.9962352947,15.0,100.0,6.0
S39,445351385143.98816,1783.9287305532998,282872.94146136683,4484.728660627673,70658.88794350982,68394.6023184502,52318.467864475846,91433465.79209033,36761893.01996675,52950999.97955493,1720572.7925686543,421.21717597288153,-6.727963566711313,3414901750.786884,36.13788155940395,28.76110492667248,6758786.827109226,52.31846786447585,1116.7417605805938,3047.1579766380387,-8.111450389536378,-681.6742519157134,95745.92564968608,15.0,100.0,7.0
S40,445305076134.6411,1783.926529495462,284182.1521504881,4484.784726839584,70642.13523663046,68399.04845658658,52934.028051115376,89961051.8875952,36213614.86605215,52027544.61338112,1719892.408161943,421.19951223739724,-6.730110531927418,3416133348.0814824,36.169524397019124,28.737012597435363,6761347.209418508,52.93402805111538,1116.7180454744403,3047.1512316583294,-8.12213242290519,-682.532814361278,96128.42972433203,15.0,100.0,8.0
S41,445749740108.3049,1785.4849183535366,280643.6280588448,4518.2747133500925,70745.36990835491,68436.15578722619,53502.3157081718,89714426.30120367,35826114.03760332,52117507.60956101,1770804.654039336,421.7500232483499,-6.352663587592703,3408940788.196576,36.2347498250533,28.085649709633746,6991491.3351068245,53.5023157081718,1118.6021873322695,3053.0974819109333,-3.697844632478402,-225.35613854504226,95569.14883518957,15.0,70.0,1.0
S42,445225579627.3354,1783.2598635529223,281976.10873833415,4484.875420388371,70629.56645146573,68511.30940752497,52821.18313694794,89880421.83736756,36196312.07099885,51966781.38320968,1717328.3831590344,421.0865192847483,-6.763438855856216,3416767247.18439,36.145450049437834,28.523735119169068,6727074.264336115,52.82118313694794,1116.2977289114394,3047.949169096151,-7.041990757860998,-429.0677645168194,95684.60863093221,15.0,70.0,2.0
S43,445224692417.57263,1782.4113652072067,281994.621597998,4484.696695075841,70598.20429860729,68440.58992975205,52898.377428566746,89787819.71743627,36163782.449783504,51904572.46520619,1719464.802446575,421.16909359672263,-6.747178135621619,3416991418.9716167,36.12493648748331,28.933583079572685,6758504.655758675,52.89837742856675,1116.1271794618715,3046.6011941985985,-9.395064203300212,-571.3596533251243,95683.29798999999,15.0,70.0,3.0
S44,445159797333.0104,1781.938409279894,282001.0266418533,4466.5144874024045,70618.11486211538,68437.7913921232,53606.897100048256,90172900.75436057,36300864.66534457,52160638.03439824,1711398.0546177493,421.15799493433576,-6.746386967298656,3417009595.5113335,36.12787068293861,28.92294247634417,6762326.036145583,53.60689710004826,1114.435280796267,3045.9049335783498,-11.050731806059778,-671.4791938506822,95826.06889670852,15.0,70.0,4.0
S45,445126228630.6729,1781.4713052048126,282049.23078297806,4460.686378212087,70501.79153865464,68456.7444223278,52511.747496786425,89939487.94954252,36259537.63923606,51971008.49278466,1708941.8175218173,421.052199621895,-6.7404877701776424,3416912690.1426797,36.074363785952805,29.08478833884196,6760233.198374742,52.51174749678643,1113.81957101548,3045.0459920356407,-12.418766166493194,-754.2389075789993,95596.0401237918,15.0,70.0,5.0
