Scenario,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
S72,-8.449807064945025,-67.7420762390113,-109.66941815571518,-132.83296717442195,-163.0348720099688,-201.63524860955562,-271.23252824812914,-369.515869195336,-458.14207159280863,-500.4148996171347,-404.65391699621114,-213.1680724334055,-236.81699384286946,-336.8913388459109,-178.5153034806024,-153.02239470593992,-161.21960783595313,-296.9655235955093,-6.546814131134893,-8.464776526473507,0,0,0,0,0,0
S73,-8.110818490104366,-46.852236111697195,-74.08659994241029,-71.55585234775197,-74.31722013122143,-102.10528410456554,-142.56624662262584,256.9240680710596,-118.51968324172279,52.76037974520342,-15.890148047364328,136.01382344591696,155.94502196723514,84.01771548273106,-66.85100197932937,104.11056365304105,214.49278376928493,-24.950976128238267,22.827453968826905,9.731093595834379,0,0,0,0,0,0
S74,-16.004478621683692,-52.1876993185062,-91.14933054655027,-133.10490243967575,-113.92355297591817,-156.35183340053604,-208.30420065837086,-231.81510154561647,-279.8820872205763,-292.7694732474295,-202.78274640311267,-71.02885404783166,-45.91849529669556,-156.38238769696056,11.38456903863716,45.822703831737144,-25.07719664133301,-138.8284024819004,5.4519824359464675,1.6675307480900186,0,0,0,0,0,0
S75,-17.790545458505058,-63.788550790753185,-111.31634987311978,-169.90693217711782,-145.72792146499847,-188.32291016106862,-287.3245076728166,-279.03152350883255,-314.2378287821126,-320.6225531424742,-249.4846047970789,-208.8091524260687,-165.3860911892284,-222.98128144763575,-102.2396717259868,-47.106480547621565,-12.87088318547891,-209.8674542188732,-2.6064843918756075,-2.438149969532275,0,0,0,0,0,0
S76,-22.24502746312179,-67.34128296364418,-111.81151849766823,-172.9975444905092,-153.05402687748338,-203.44919194613365,-274.9639746641366,-307.43946398786017,-329.7597498963558,-384.37763208668053,-303.7239005808896,-181.2406186867346,-233.87737336806236,-235.74847103659025,-108.31444589022166,-53.912135354198476,17.10647412508237,-221.96294287340555,-3.120627949779964,-3.526289993212644,0,0,0,0,0,0
S77,-23.383425749897825,-70.7387073470478,-109.41871690546367,-178.25803022355478,-155.97240210542827,-233.5071207149211,-281.6570484894223,-357.0843013112688,-308.085610225902,-421.2093252244289,-261.7870514261584,-225.89948223517098,-260.10170389510455,-244.81068820424667,-89.75218856628598,-72.70448562358567,9.857007058165834,-180.76529784303474,-4.513919054700555,-4.083387240391897,0,0,0,0,0,0
S78,-25.917673899825132,-76.30284989246428,-118.15863095589395,-177.84667511335118,-196.43557231032193,-237.72424108900836,-273.381018927326,-366.91090275953184,-313.658406927809,-424.7782039035224,-277.67337307791354,-260.0433018063875,-274.4082706933044,-318.17298104877614,-44.14387617136839,-83.33434095976422,16.629210727630905,-196.58016847189774,-4.841148471326218,-5.745234518017904,0,0,0,0,0,0
S79,-24.126989087670246,-75.6214244401312,-118.10102424281243,-177.47345390000822,-196.1588334547688,-231.17396014373614,-265.410956926929,-368.8618703270628,-331.831393904638,-415.98165984676695,-274.0756867636103,-251.46670749348664,-264.24401762807645,-312.8109839796167,-87.11949908105332,-51.96846797680177,57.376424368161594,-173.87791409330868,-3.059475527135813,-5.349449392755067,0,0,0,0,0,0
S80,-23.808974709610354,-75.86777205371064,-117.52487642119158,-177.8194022323354,-206.13675036158963,-231.6259715385165,-265.01502208297103,-368.38326643784393,-332.0249857314543,-416.1020671891729,-274.47560915199267,-248.9134322664395,-263.6155387311927,-313.87883711834695,-100.84847789623109,-43.14543664955739,64.12006688177118,-170.90592817692675,-2.6422314096714583,-5.382262807875252,0,0,0,0,0,0
S81,-8.184340837231186,-43.257154071655094,-78.44581401291163,-89.19870420812082,-119.54669428415876,-128.39658533387066,-169.27677180287935,215.83103761445966,-125.97796314318455,63.25227967657732,-25.86242808437067,122.99153699995014,140.82642904727118,67.19841399725723,-52.886264885759545,103.4013119919166,282.70863911296027,3.8544745463218177,27.22087153752706,11.392232769727583,0,0,0,0,0,0
S82,-27.8024404780316,-74.2603076621986,-129.4516015603744,-179.35101541123055,-157.79547109542415,-193.81413692879778,-243.511704305722,-231.15089438389003,-312.51719417974044,-309.93449322875665,-223.85382224054507,-142.37608537986011,-68.72400972521842,-72.00411209715796,-13.021288497992778,29.481383203393108,13.336177823290107,-149.2500068164233,4.604622699945438,1.8062203268177635,0,0,0,0,0,0
S83,-35.3978990733762,-83.9931430656189,-153.16937805346242,-219.24159054074988,-208.98340924341773,-242.03408561336647,-336.50165863867,-302.71165441826486,-363.75320546900537,-396.77037468161467,-288.8342130617838,-262.45424603346913,-235.73070157770547,-145.92655838886782,-122.7842825379737,-37.665523804792045,13.976731105290519,-199.80213132565973,2.846144785850546,0.21221043080821128,0,0,0,0,0,0
S84,-35.74376956183889,-95.38362986537607,-156.64778897586817,-234.6333462268384,-261.83108444138713,-271.6921728024726,-370.17523203971245,-380.6181061452376,-376.4849289700738,-450.8886357472024,-359.3154103075982,-315.1985467641456,-303.62905326654754,-181.16211432160068,-160.6993634105187,-78.7839948682576,58.31757223343814,-232.69548673741446,4.770375912297453,-0.19219354716670378,0,0,0,0,0,0
S85,-38.213201585459935,-100.51923446789223,-159.74935633519925,-241.0579983296106,-292.65905358881474,-333.77829877511545,-369.45527585815887,-428.46099832282914,-381.4121788883478,-472.01833574869846,-345.09021114605963,-303.4271251563556,-304.2277956295161,-183.26482224584595,-106.61270228787868,-88.5454764923832,23.873401348988743,-204.5964246028733,8.09514096479802,1.9711732248996996,0,0,0,0,0,0
S86,-37.369615401347254,-114.29397092219574,-201.11726388023544,-255.32809682341508,-313.50669569944233,-344.43794300194685,-372.1287155450277,-429.39213395705076,-383.31914643405264,-470.51357855132545,-371.0796719212839,-323.83238999953613,-327.3570412618323,-284.4070380496611,-92.87246052181608,-127.16849373909244,-32.95988249838899,-186.93647817418668,2.340801948873983,-1.5095318375753057,0,0,0,0,0,0
S87,-36.60539445464228,-104.43034177728383,-195.0890905564826,-253.75093255926197,-309.1478174771911,-323.07294927318077,-314.68102902267157,-368.0703439286823,-384.8021673931994,-425.6596661416241,-317.3324388685153,-252.24126036934803,-252.25750802007065,-228.00928138791045,-84.22971700386483,-60.02124559619304,119.93395746873236,-108.01303144428154,8.617072179188723,-0.05175904878067613,0,0,0,0,0,0
S88,-36.59822128941631,-104.36794950337891,-195.08079902401977,-253.70031952105433,-318.0202198828921,-321.9391917977923,-313.45937648699794,-365.32801111923254,-382.8777540255279,-427.00817355753264,-318.96164171920117,-246.77949512083418,-249.42904126660358,-224.12940887150157,-84.61431735167935,-73.1529117601566,133.91871658147548,-105.04042194376417,8.77137579981735,-0.3480596659607181,0,0,0,0,0,0
S89,-70.20394338293445,-92.89402670658387,-118.31639780469816,-127.51976735390701,-143.1297037097874,-101.48559349017816,-207.04381896356506,180.47410272906905,-148.6498068366524,58.44662969170411,-38.362308384375154,129.5748974388884,163.58173378464258,109.49979023997791,-35.3273854225007,109.0353981922032,226.66345236955897,-29.15146961158044,23.90616454182881,9.741414493505657,0,0,0,0,0,0
S90,-142.538542364899,-172.64813149191662,-207.25041413208612,-269.51914946844056,-233.67874190041337,-175.19803206656536,-320.7954800280621,-258.8793603123545,-354.65231176917644,-359.7534166336498,-278.0080253881394,-170.61857527327984,-32.73092312796155,-65.9635538332397,-13.602470059183247,8.529079270777729,-3.315122661221359,-207.80338396828313,4.08855387403162,1.2985411818099681,0,0,0,0,0,0
S91,-202.8456597594282,-231.16456570327261,-292.8254225892535,-324.6617280329773,-311.81419440522797,-274.71750870122236,-416.7184907013466,-373.7321305324448,-440.5795430428414,-470.02091809927026,-387.94136764485995,-285.3470672209646,-185.9703899009979,-124.87073267672687,-162.29133235507652,-72.46487822562386,-105.81093857650536,-263.58378625102307,2.9521966435233082,1.7156776301703178,0,0,0,0,0,0
S92,-241.99592980926667,-286.2158038385103,-337.784717824265,-408.2077168525493,-407.6984395006429,-383.12263193529185,-494.0717504146246,-432.3228676751594,-479.9714883190065,-521.372741948384,-448.58602137305235,-310.002537835091,-195.10148584454967,-80.77634330201721,-130.37101112819371,-36.8357228570959,-69.6956322894291,-226.9476859054258,13.389431596232182,5.300338844575711,0,0,0,0,0,0
S93,-281.29100874397676,-336.7650782792932,-376.77807289737154,-442.5415271631454,-467.6397644326604,-450.0222098185116,-536.7459848520202,-497.02905184754707,-498.4267933857911,-582.0851914162981,-493.85794074019884,-355.46109752282894,-241.6529844662154,-102.76139832467379,-146.62097436438603,-116.46403152332319,-166.09970487384197,-306.8570274867151,3.4932861670622373,2.940782964210589,0,0,0,0,0,0
S94,-326.05917811395466,-379.4178768912637,-436.3764971792654,-469.56591406753034,-555.1577284330307,-523.7845105411756,-547.6466893388139,-500.1195802064649,-562.1471280224384,-576.4612104040108,-539.7611020876641,-338.8250364858711,-217.65204388195514,-204.79255053051926,-126.36066944759517,-76.09898303877571,-148.65833477374224,-232.50145503452924,6.633617842224604,3.249801811774491,0,0,0,0,0,0
S95,-324.6571779180421,-377.14675236146223,-435.5202796095914,-482.7098101077003,-598.5634582745564,-579.6490304600139,-532.9633325747399,-539.0780641649346,-647.2222337905177,-573.6415261022953,-557.2430862470812,-311.5236948193374,-227.54957184073365,-257.2651077640851,-200.80608320796057,-103.26757750467586,-143.87691427278514,-213.48672885680918,6.225422899729605,2.8013048011066966,0,0,0,0,0,0
S96,-328.8007133572955,-381.1205525713299,-439.26166385032906,-484.49898956349455,-637.2876721226426,-569.7187166922655,-530.6560127284072,-535.8511365063272,-648.7262813807862,-584.9057307471854,-550.9126736176091,-320.05784743915376,-231.0532708384345,-267.25872433532413,-226.16996751862217,-117.5582919182343,-141.9917521374643,-225.47478004869248,5.5791324797793695,2.219070278009759,0,0,0,0,0,0
S97,-0.8567894043816637,-8.931602962694685,-20.70008280226432,-21.759949924482047,-38.770958682250445,-24.773099145463995,-22.816511238181292,212.7857885717006,1.8336453667009422,160.6190863042345,100.4991299779947,94.9010578044076,36.49913797963045,29.908204902850954,-57.37493579169328,11.265485733622072,36.434897729668236,-51.28933360709809,3.488472046962343,0.6879631169254987,0,0,0,0,0,0
S98,-1.944250344324272,-14.331473591848276,-29.655337216834443,-37.43306075662689,-69.39363998906157,-46.26572543717167,-65.94769959975899,-45.50347851870118,-52.00419046651028,-66.72404448052305,-77.73964816436951,46.14598330901298,8.159302597353424,-41.524316727707955,45.189589726309265,28.28736081773986,13.462803742054774,-24.127551105489253,9.318557416597928,2.6462707983163685,0,0,0,0,0,0
S99,-3.082508304588727,-17.439406825977997,-37.7823601305618,-45.05562122733542,-80.18671846260528,-59.522382543676144,-84.18650512624026,-62.41858727559535,-75.52177484693168,-88.8502224319696,-106.13798738624247,35.78950447918494,-27.374181003423814,-48.974788299624095,35.139965924188665,33.48043842569304,-2.9287417700096796,-22.04375298500061,11.341906070327257,3.0111035833147484,0,0,0,0,0,0
S100,-3.701206248156619,-19.911894957586938,-45.691783535582346,-49.55178254607384,-87.63403807382542,-68.91079730617466,-94.76642615611564,-70.41495607395109,-89.12361037744532,-106.90684679617668,-118.59175195371208,-22.69252903611818,-76.45488239103138,-93.81915497707638,-12.944499429240253,-5.941454995575413,11.902992096765708,-62.74760651666966,6.058439691810191,0.8767836151551273,0,0,0,0,0,0
S101,-3.9994520621444707,-21.625117777454015,-46.72517505692486,-52.00209647975029,-94.10676582071353,-73.94296649393351,-100.48086084109009,-77.0212109706101,-88.14006693645294,-141.39234214590425,-136.56165186972925,-17.40593670295354,-88.9225998894334,-92.30639379144812,-15.317004266094614,-1.658676324579389,6.819392689874526,-94.03082584558042,4.555394538211521,-0.571810494665182,0,0,0,0,0,0
S102,-4.100299380342953,-21.88309689008183,-46.84721997421404,-53.282057872475086,-95.52904354571723,-75.43062613053397,-102.80320546531385,-78.90864955105314,-103.58282195206847,-138.48775239541578,-130.72788969966442,-28.458804271092042,-90.52149564623235,-101.11917653139369,-23.52154680981222,-18.786926031908457,-6.509854915040414,-102.59494228257537,4.411424394243024,-1.2823069418926936,0,0,0,0,0,0
S103,-4.076862958483362,-21.921916679308985,-46.92650012981092,-53.27554990232031,-95.53963701997858,-75.73789430216226,-102.98438238502072,-79.32965963643124,-101.5764551367555,-136.8078111488602,-128.55970403623206,-25.30653322042653,-98.52648298975097,-93.24021702198237,-24.380343983890107,-14.612438779010084,6.059120254479744,-101.23527359496265,5.241121061530629,-1.0997194234420231,0,0,0,0,0,0
S104,-4.140566866665418,-21.966407514969255,-46.97884903379013,-53.34783184542946,-94.99724405009945,-75.78808899393064,-102.60735509220531,-79.2235772868386,-101.68542490889365,-136.94946703204192,-128.8274802042393,-25.256551189056786,-98.91586366456818,-94.10148187519596,-24.79390320738606,-13.30258339849344,0.6861894219856168,-103.66968377786456,5.245850248346118,-1.2591687897419865,0,0,0,0,0,0
S105,-4.314644296418868,-10.34841050508195,-17.241046970546847,-25.986235904988497,-68.94587680358288,-27.43691243066948,-19.761415653769987,209.46938691920369,20.794060714872664,188.61004116237012,116.64939179225354,92.23527810972331,13.830706987047137,-5.589875857477722,-59.17788692053794,-0.38295461027715305,43.30819845639233,-39.20680060510762,3.2982123421190224,1.1768779359122448,0,0,0,0,0,0
S106,-3.4150601573661454,-22.95671884918371,-28.576145022426225,-41.639236801926046,-84.9754519957342,-54.200958329913895,-71.8592022540463,11.322605265886132,-36.79898395802095,-38.72255899520205,-24.27931389900717,19.370742340591107,-35.80413211083577,-53.63843993612516,20.740886616009035,6.444027140927844,73.21130570953649,-22.534932212018965,6.657447166410035,2.369810801265471,0,0,0,0,0,0
S107,-4.087510545923989,-27.4225937137047,-50.565593817277765,-50.363944877285235,-104.53535910373813,-57.098960444180946,-96.05717353626898,6.159570611502296,-44.27094560501299,-41.24989721421901,-27.87194929797021,-24.997645628643816,-49.771661937559664,-82.64693256110611,-25.678395169598467,25.087388650444353,69.28646787156012,-72.86362224164745,4.819994096573188,1.6431899519827096,0,0,0,0,0,0
S108,-5.849251217147744,-31.185709684715015,-53.13341054426202,-55.70397862577625,-114.22628029523719,-56.08336738341624,-98.29702824408227,-15.8701412574489,-49.809171760435866,-51.951869479059276,-30.36116442949055,-59.285221037651326,-84.36832036151642,-108.11603738142139,-63.1711689972656,26.535680232806946,97.23994156587335,-30.603567335284687,1.7825934162361001,0.26759778977946375,0,0,0,0,0,0
S109,-8.148156871049416,-32.790468189060505,-53.09445745825769,-58.510074751021435,-119.44400532486021,-63.79135167434935,-107.59344407605641,-11.898196757850421,-53.654321851168696,-72.0866980160464,-46.76919337764662,-25.45673796469572,-85.0525485723308,-99.04123788477025,-44.30080658643831,46.142110790650115,98.83735601892596,-16.39283870209063,3.739019501642904,0.3115684238014353,0,0,0,0,0,0
S110,-7.909001241923397,-32.7401627593411,-64.91966855754549,-65.8400955368208,-118.57305956122755,-59.35935273366422,-92.24032166205909,-14.45185587748199,-66.43982579083473,-79.16535909798483,-48.012738766416874,-17.929522386379126,-82.22310155246237,-93.00901767138737,-30.656467420659084,39.40454402778837,104.82112191974923,10.308033413657824,3.6241985111218344,-0.33171489112556457,0,0,0,0,0,0
S111,-8.25606376019028,-32.9630088510453,-62.97609729322762,-67.04210550652911,-119.51941898602226,-59.3259044001897,-82.13781804710862,-13.357312535733357,-65.7848069349667,-80.97556568002861,-46.643431471284025,-0.12335392436124692,-82.44884634081461,-82.79143848335747,-26.97200418762069,54.16810577084519,129.2147451832797,5.148828977573849,4.968214986852404,-0.02021795336770419,0,0,0,0,0,0
S112,-7.87110653203743,-32.630062909336566,-62.74685635940402,-66.86477890449893,-118.65418689380024,-58.568790637382406,-80.67887677335418,-12.074925639018907,-62.88970941587291,-79.18831748863386,-44.94645794670138,0.8070601962097967,-80.76188214504576,-81.63865818000993,-21.86889827004279,57.06072838847209,134.49045293737782,6.00531968064022,4.886371306328741,-0.11034082876429704,0,0,0,0,0,0
S113,-5.845881589239433,-22.10409768237409,-17.83654313206684,-32.99169127572776,-103.54893913308061,-1.6443852869629794,-22.5185944881634,201.38812214801848,17.01313112446101,191.52617417947314,119.14250593249864,87.10159120764604,2.9918785064353415,-23.475442550645376,-45.97538322432104,0.09055378978839457,65.70789886663331,-27.988769484348808,1.5492829439545108,0.7340880403701144,0,0,0,0,0,0
S114,-10.383241997536707,-34.392258101992425,-30.387883197308785,-57.43964757443276,-117.27748750182076,-64.02660581237197,-100.01223659752955,-0.26962450176704067,-38.54589283731258,-20.199027763160515,-28.320287925840404,-59.52830905561868,-79.41399046560971,-58.47754049785081,-14.454943234173179,-3.6085929449081178,58.747732218249915,-46.70072648947077,4.780542945410637,2.0112349326933705,0,0,0,0,0,0
S115,-7.40256204825368,-49.57468867882553,-70.79027965319807,-82.32666355508212,-139.06286426326986,-77.09703533398482,-132.96596590031484,-24.7555455880768,-67.13784418725055,-48.96930512963049,-34.103710724790126,-98.65465163779152,-98.42999125467777,-31.25864906331266,-51.02442699864085,9.663800745664197,24.86949659062354,-88.43002845078018,2.1996403201696157,0.4868677406000817,0,0,0,0,0,0
S116,-6.718436160672081,-50.52906217484443,-72.53149332431042,-96.03890828641859,-154.70274552138187,-87.91472588973991,-150.42051724317673,-85.37861883372867,-89.76762713506226,-89.20291707436778,-64.43018376411925,-161.962380307898,-142.5705439955598,-67.67607196683568,-92.22565158693018,-29.929811595624578,38.20014967149188,-97.50545685208678,-2.355811711236777,-1.6057338054172166,0,0,0,0,0,0
S117,-10.71376401939128,-55.4109122314419,-75.14202199612808,-112.54935807609456,-161.46303923618,-86.84176122949427,-156.79956925508344,-66.00594790865966,-84.17546641968876,-123.6112637693063,-87.16913465524279,-99.85515459102689,-128.46439966040623,-44.813350286540654,-31.816914438932642,22.998869252107035,55.33710007177817,-31.304020107135067,1.9550980763218817,-0.2578185579983786,0,0,0,0,0,0
S118,-11.869845117512934,-56.29435070866084,-83.58064509703667,-123.64067416275093,-163.3357370132229,-88.31616135179488,-155.33648520077304,-71.67027768009592,-91.73134029460783,-152.98564889511647,-112.29762557013868,-108.95508289482869,-140.85478050306932,-80.73497566309307,-46.125881697435034,-16.03144929526401,45.18574507410911,-16.096230182345295,0.7218252723273366,-0.9713334455306228,0,0,0,0,0,0
S119,-11.931245234897858,-56.568815247582506,-83.50421188472046,-123.90387921397573,-163.75441592536077,-95.91468739355413,-147.71599556087443,-73.90587601582243,-92.48398476538978,-152.5037904514379,-95.14036551997229,-107.38523966150204,-136.85528262184388,-90.84260775240426,-73.14175693041136,-18.101364820629406,112.18221171848964,-18.201964328710574,0.4944596911682364,-1.4080808517521206,0,0,0,0,0,0
S120,-11.94530445054587,-56.58575251926723,-83.5054557476691,-123.90684319165058,-163.494772589023,-84.26816096855472,-143.16128142012195,-67.83114784241562,-85.69510667331137,-145.40482756685068,-89.49912047646524,-97.87601245881739,-128.26340046031248,-86.08068682859304,-67.58805930174373,-15.234712600550537,110.97303125908375,-18.73512978900571,0.5656670841291955,-1.4897157181766598,0,0,0,0,0,0
S121,-17.948031999027613,-42.57727259311683,-40.80021390944211,-64.76594188306794,-117.2486918807154,-5.956153601142766,-46.98280960256085,191.07325865348557,5.239968995607747,202.88115029084253,103.54390286980042,72.92420429512435,16.45773630014702,-14.289626886234252,-31.025027187241427,-12.359933257580558,79.5793088621055,-31.13399915670101,1.6265438803861887,0.5240980293892837,0,0,0,0,0,0
S122,-66.89724018047421,-95.10828606384214,-95.78829873328587,-114.630026420524,-160.98083446853195,-45.34085743651506,-147.7566446463552,-8.750923328752158,-45.790975248645616,-33.16958567588024,-72.66280922707402,-53.9600302172909,-40.183813265704416,-41.20013424631175,4.630272767727206,-8.443331624539141,31.773153240173713,-44.23773017693389,4.1642091795264236,0.9076274244908971,0,0,0,0,0,0
S123,-90.17836392292955,-99.6620840499518,-129.5743269941707,-157.50025522804157,-200.10280439304216,-32.86142490455024,-171.2716300285191,-62.32439998830941,-56.78277164845191,-29.479486627116636,-63.00721958490829,-123.60726466670613,-90.10417949495242,-63.23164569706474,-91.77538897401493,-36.57578996002364,-37.49206084787904,-110.46573435354733,-3.347621904650877,-1.6168706053676867,0,0,0,0,0,0
S124,-112.10484141373928,-122.67997255186502,-155.24948082738098,-195.65290494516452,-229.21885103300266,-66.37033253196378,-199.07853384824836,-95.97786960884403,-72.21110898317295,-97.22285377561502,-87.08402996176545,-173.18616831911004,-151.1062106648575,-72.25887989041357,-116.02521701152656,-82.28412814690688,-18.170629989937126,-120.84414902402773,-5.774915647227985,-3.0354149304565965,0,0,0,0,0,0
S125,-139.8241682679349,-142.9717091255942,-182.3038246263855,-180.55233264363446,-251.04912073139386,-93.29239570633607,-216.78630209939877,-108.78356068993878,-106.52674073115432,-129.6567857613926,-95.19308318176468,-179.49068462843965,-161.37892921607568,-104.32023101119813,-129.28508635408775,-61.9794287769615,-51.853386157694636,-120.48307461147357,-9.885181584908587,-4.400519610416955,0,0,0,0,0,0
S126,-168.6672895371255,-163.21009050572388,-203.0865386891456,-196.42494881117312,-263.05521951198773,-127.0264667805252,-254.78119905697926,-152.5241986104806,-125.81858500759412,-166.79685847842674,-139.73506699939708,-156.6747570007534,-242.31432224787676,-183.18816752354738,-153.02455629994594,-100.28225170973037,-102.75218419517351,-136.32809992284578,-9.982402169401938,-4.511375769997169,0,0,0,0,0,0
S127,-170.05864700588552,-156.72805662114953,-208.73435780216988,-174.79841698562558,-284.9939699238542,-153.21195025970093,-265.1462830110587,-149.43456699391876,-168.90619434756184,-201.21472432160914,-157.51100287441932,-130.37595577091298,-237.86392101027064,-184.42049072554488,-167.95952281698234,-87.12245616050484,-54.7545759662027,-127.5207075230158,-6.4712665618873455,-2.0260703581216246,0,0,0,0,0,0
S128,-172.22393422660926,-160.48109111471987,-209.1643059774566,-175.8319691255452,-297.177258071633,-145.99173584528558,-262.77047777661,-146.83449809134163,-181.88986341931823,-218.3566245099957,-168.75345904427962,-103.43691198923909,-235.2733737056667,-184.58672739508853,-160.3272520091812,-80.87428333054092,-20.301940422714715,-96.0820388786816,-2.3568941361067353,-0.5109291163281267,0,0,0,0,0,0
